animeID, name, genre, type, episodes, studios, source, scored, scoredBy, members
21479,Metal Fight Beyblade Zero G Specials,"['Adventure', 'Sports']",Special,7,"['Tatsunoko Production', 'SynergySP']",Manga,6.12,640,1970
21483,Sanchoume no Yuuhi,"['Comedy', 'Slice of Life']",TV,27,[],Unknown,6.48,21,185
21485,Dokkan! Robotendon,"['Adventure', 'Kids', 'Slice of Life']",TV,26,['Tatsunoko Production'],Unknown,6.08,24,154
21487,Shin Dokonjou Gaeru,"['Slice of Life', 'Comedy', 'Shounen']",TV,30,[],Manga,6.5,40,243
21489,Shin Dokonjou Gaeru: Dokonjou Yumemakura,"['Slice of Life', 'Comedy', 'Shounen']",Movie,1,[],Manga,5.86,68,220
21491,Ninjaman Ippei,"['Action', 'Comedy', 'School', 'Slice of Life']",TV,13,[],Unknown,6.62,34,197
21493,Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,"['Comedy', 'Martial Arts', 'Slice of Life']",Movie,1,['Shin-Ei Animation'],Unknown,6.09,92,321
21495,Denpa Kyoushi,"['Comedy', 'School', 'Shounen']",Special,2,['A-1 Pictures'],Manga,6.45,2165,7600
21497,Sengoku Musou SP: Sanada no Shou,"['Action', 'Historical', 'Samurai']",Special,1,['TYO Animations'],Game,6.65,2115,4870
21507,Soul Eater NOT!,"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Supernatural']",TV,12,['Bones'],Manga,6.13,65630,140212
21509,Trip Trek (2010),"['Adventure', 'Fantasy', 'Comedy']",ONA,8,['Manglobe'],Unknown,5.52,31,186
21511,Kantai Collection: KanColle,"['Action', 'Military', 'Sci-Fi', 'Slice of Life', 'School']",TV,12,['Diomedea'],Game,6.97,68166,167576
21517,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,['Kids'],OVA,1,[],Unknown,5.17,30,132
21523,Baku Tech! Bakugan Gachi,"['Action', 'Game', 'Shounen']",TV,39,[],Unknown,5.97,530,1367
21525,Geba Geba Shou Time!,['Comedy'],OVA,1,[],Unknown,5.46,24,156
21539,Oraa Guzura Dado,"['Comedy', 'Kids']",TV,52,['Tatsunoko Production'],Unknown,6.3,43,204
21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,['Comedy'],Special,13,['J.C.Staff'],Light novel,6.79,10536,24617
21545,Choubakumatsu Shounen Seiki Takamaru,"['Action', 'Comedy', 'Fantasy']",OVA,2,['J.C.Staff'],Unknown,6.48,27,199
21547,Shin Choubakumatsu Shounen Seiki Takamaru,"['Action', 'Comedy', 'Fantasy']",OVA,6,['J.C.Staff'],Unknown,6.15,26,169
21549,Hitotsuboshi-ke no Ultra Baasan,"['Comedy', 'Slice of Life']",TV,13,['Shaft'],Unknown,5.58,26,219
21551,Kaitei Toshi no Dekiru made,['Sci-Fi'],Movie,1,[],Unknown,5.84,19,172
21553,Asobo Toy-chan,['Kids'],TV,53,[],Unknown,5.87,31,157
21557,Omoide no Marnie,"['Mystery', 'Psychological', 'Drama']",Movie,1,['Studio Ghibli'],Novel,8.18,65751,130706
21561,Ryuugajou Nanana no Maizoukin (TV),"['Adventure', 'Comedy', 'Mystery', 'Supernatural']",TV,11,['A-1 Pictures'],Light novel,7.25,73523,167046
21563,Kamigami no Asobi,"['Fantasy', 'Harem', 'Romance', 'Shoujo', 'Supernatural']",TV,12,"[""Brain's Base""]",Visual novel,7.23,42142,96836
21569,Pokemon Movie 17: Hakai no Mayu to Diancie,"['Adventure', 'Kids', 'Fantasy']",Movie,1,['OLM'],Game,6.6,11074,19890
21571,"Pokemon: Pikachu, Kore Nan no Kagi?","['Adventure', 'Comedy', 'Fantasy', 'Kids']",Movie,1,['OLM'],Game,6.44,1540,3858
21573,Senki Zesshou Symphogear GX,"['Action', 'Music', 'Sci-Fi']",TV,13,['Satelight'],Original,7.5,13819,32332
21575,Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,"['Sci-Fi', 'Mecha']",Special,4,['Production I.G'],Unknown,6.35,1266,4765
21587,Mou Hitotsu no Mirai wo.,['Sci-Fi'],ONA,3,['Production I.G'],Unknown,6.1,3822,8472
21591,Wasure-boshi,"['Music', 'Fantasy']",ONA,1,[],Unknown,5.71,349,737
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"['Action', 'Fantasy', 'Game', 'Shounen']",Special,1,[],Manga,6.26,584,2227
21599,Fight Ippatsu! Juuden-chan!! OVA,"['Sci-Fi', 'Comedy', 'Ecchi']",OVA,1,[],Manga,6.57,537,2239
21603,Mekakucity Actors,"['Sci-Fi', 'Comedy', 'Super Power', 'Supernatural', 'Romance']",TV,12,['Shaft'],Music,7.15,146847,319382
21607,Picotopia,"['Music', 'Dementia', 'Fantasy']",ONA,1,[],Unknown,5.19,600,1029
21635,GJ-bu@,"['Comedy', 'School', 'Slice of Life']",Special,1,['Doga Kobo'],Light novel,7.3,15614,29112
21639,Yu☆Gi☆Oh! Arc-V,"['Action', 'Game', 'Fantasy', 'Shounen']",TV,148,['Gallop'],Manga,7.04,12841,35173
21641,Planet:Valkyrie,"['Action', 'Music']",ONA,1,['P.A. Works'],Other,5.75,345,1313
21647,Tamako Love Story,"['Comedy', 'Romance', 'Slice of Life']",Movie,1,['Kyoto Animation'],Original,8.06,79240,171363
21649,Mitsuwano,['Slice of Life'],OVA,1,['Zexcs'],Light novel,6.08,1782,3779
21653,IS: Infinite Stratos 2 - World Purge-hen,"['Action', 'Sci-Fi', 'Harem', 'Comedy', 'Ecchi', 'Mecha']",OVA,1,['8bit'],Light novel,7.06,25228,51171
21659,Kill la Kill Specials,"['Action', 'Comedy', 'Super Power', 'School']",Special,2,['Trigger'],Original,7.78,78639,134685
21663,Last Orders,"['Action', 'Samurai', 'Sci-Fi']",Special,1,['Production I.G'],Original,5.73,521,1017
21667,Non Non Biyori: Okinawa e Ikukoto ni Natta,"['Comedy', 'School', 'Seinen', 'Slice of Life']",OVA,1,['Silver Link.'],Manga,7.63,21961,40255
21671,Keroro,"['Comedy', 'Sci-Fi', 'Shounen']",TV,23,['Sunrise'],Unknown,6.96,2035,5661
21677,Captain Earth,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Space']",TV,25,['Bones'],Original,6.46,20024,55932
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","['Ecchi', 'Comedy', 'Romance', 'Supernatural', 'Shounen']",OVA,1,['Project No.9'],Unknown,6.48,11131,21690
21681,Hanayamata,"['Slice of Life', 'Comedy', 'School']",TV,12,['Madhouse'],Manga,7.37,29357,83430
21695,Pokemon XY SP: Road to Kalos,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",Special,1,['OLM'],Unknown,6.44,1985,4794
21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,"['Mystery', 'Shounen']",Special,1,['Toei Animation'],Manga,6.83,306,981
21703,Pokemon XY: New Year Special,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",Special,1,['OLM'],Unknown,6.38,1364,3597
21707,Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,"['Music', 'Shoujo', 'Sports']",Movie,1,"['Tatsunoko Production', '10Gauge']",Game,6.64,255,1435
21711,Il torero Camomillo,"['Music', 'Kids']",Music,1,[],Music,4.91,90,181
21713,Usagi no Mofy,['Kids'],ONA,13,['Kachidoki Studio'],Original,6.16,44,221
21715,Makkuramori no Uta,"['Music', 'Kids']",Music,1,[],Original,5.81,112,210
21717,Koisuru Niwatori,"['Music', 'Kids']",Music,1,[],Original,5.36,121,225
21729,Cardfight!! Vanguard: Legion Mate-hen,"['Action', 'Adventure', 'Demons', 'Game', 'Shounen']",TV,33,['TMS Entertainment'],Original,6.94,4380,9701
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","['Comedy', 'Drama', 'Slice of Life']",Special,1,['TYO Animations'],Original,7.5,1692,4120
21743,Donten ni Warau,"['Action', 'Historical', 'Shoujo', 'Supernatural']",TV,12,['Doga Kobo'],Manga,7.58,33313,88507
21749,Kimama ni Idol,['Music'],OVA,1,['Toei Animation'],Unknown,6.51,37,288
21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,"['Action', 'Comedy', 'Sports', 'Shounen']",OVA,10,"['Production I.G', 'M.S.C']",Manga,7.71,4658,10743
21761,Ari to Hato,['Kids'],Movie,1,[],Other,6.26,31,204
21763,Ari to Hato (1953),['Kids'],Movie,1,[],Other,6.43,28,182
21765,Ari to Hato (1959),['Kids'],Movie,1,['Gakken Eigakyoku'],Other,5.43,70,233
21771,Romantica Clock,['Shoujo'],Special,3,[],Manga,5.77,5556,11057
21773,Sugar*Soldier,['Shoujo'],Special,3,[],Manga,5.83,4316,9037
21775,Yugami-kun ni wa Tomodachi ga Inai,"['Slice of Life', 'Comedy', 'Romance', 'School']",ONA,2,['A-1 Pictures'],Manga,5.85,522,1774
21781,Tsubasa to Hotaru,"['Romance', 'School', 'Shoujo']",Special,1,['J.C.Staff'],Manga,6.98,4854,10503
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,"['Comedy', 'School']",ONA,6,['Kyoto Animation'],Light novel,7.21,25860,52691
21809,Kenzen Robo Daimidaler,"['Ecchi', 'Comedy', 'Mecha', 'Seinen']",TV,12,['TNK'],Manga,6.23,16967,50237
21821,Fuuun Ishin Dai☆Shogun,"['Action', 'Historical', 'Mecha']",TV,12,"['J.C.Staff', 'A.C.G.T.']",Original,5.77,6811,21224
21831,Dracula no Uta,"['Kids', 'Music', 'Vampire']",Music,1,[],Original,4.82,257,477
21833,Higenashi Gogejabaru,"['Comedy', 'Fantasy', 'Kids', 'Music']",Music,1,[],Original,5.17,133,246
21835,Majin Bone,['Game'],TV,52,['Toei Animation'],Game,6.75,1996,8237
21843,Shingeki no Bahamut: Genesis,"['Action', 'Adventure', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",TV,12,['MAPPA'],Card game,7.73,129544,281844
21845,Ushinawareta Mirai wo Motomete,"['Sci-Fi', 'Drama', 'Romance', 'School']",TV,12,['feel.'],Visual novel,6.82,24395,69538
21851,Tesagure! Bukatsumono Encore,"['Parody', 'School', 'Slice of Life']",TV,12,['Yaoyorozu'],Original,7.18,1228,3637
21853,Love Live! School Idol Project Recap,"['Music', 'Slice of Life', 'School']",Special,1,['Sunrise'],Unknown,7.09,2324,7099
21855,Hanamonogatari,"['Mystery', 'Comedy', 'Supernatural']",TV,5,['Shaft'],Light novel,8.04,136874,249823
21861,Airy Me,"['Dementia', 'Drama', 'Horror', 'Music']",Music,1,[],Music,6.34,1892,3322
21863,Mangaka-san to Assistant-san to The Animation,"['Comedy', 'Ecchi', 'Harem', 'Seinen', 'Slice of Life']",TV,12,['Zexcs'],4-koma manga,7.27,90609,186216
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",Special,1,['TMS Entertainment'],Manga,7.84,3962,7798
21869,Tarepanda,['Music'],OVA,1,[],Unknown,5.76,65,238
21875,Chou Akuukan Bouheki Cheese Napolitan,['Music'],ONA,1,[],Unknown,5.3,462,986
21877,High Score Girl,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",TV,12,['J.C.Staff'],Manga,8.03,43729,98992
21879,Sword Art Online: Sword Art Offline - Extra Edition,['Comedy'],Special,1,['A-1 Pictures'],Unknown,6.72,19041,45156
21881,Sword Art Online II,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",TV,24,['A-1 Pictures'],Light novel,7.06,684794,1070784
21891,Natsumi Step!,['Music'],Music,1,[],Original,5.14,136,245
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",Movie,2,['Sunrise'],Manga,8.32,9181,24739
21913,Kanbee-kun ga Yuku,"['Comedy', 'Historical', 'Kids']",Special,3,[],Unknown,5.59,27,134
21933,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.3,33,176
21935,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,5.86,35,168
21937,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.01,59,216
21939,Mushishi Zoku Shou,"['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen']",TV,10,['Artland'],Manga,8.72,74669,184206
21941,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"['Comedy', 'Fantasy', 'Kids']",Special,1,[],Unknown,6.09,32,168
21943,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.32,34,169
21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"['Kids', 'Fantasy', 'Comedy']",Movie,1,[],Unknown,6.03,31,163
21947,Sore Ike! Anpanman: Gomira no Hoshi,"['Comedy', 'Kids', 'Fantasy']",Movie,1,[],Unknown,6.03,36,174
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"['Kids', 'Fantasy', 'Comedy']",Movie,1,[],Unknown,6.12,34,169
21953,Sore Ike! Anpanman: Horrorman to Hora Horako,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.15,33,170
21955,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"['Comedy', 'Fantasy', 'Kids']",Special,1,[],Unknown,5.76,29,156
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,5.94,33,166
21959,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,"['Kids', 'Fantasy', 'Comedy']",Movie,1,[],Unknown,6.26,39,173
21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.16,31,180
21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,5.94,31,168
21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.48,29,170
21969,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.27,41,185
21971,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,6.24,33,174
21973,Sore Ike! Anpanman: Anpanman to Oyakusoku,"['Comedy', 'Fantasy', 'Kids']",OVA,2,['TMS Entertainment'],Unknown,6.12,26,167
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"['Comedy', 'Fantasy', 'Kids']",OVA,2,[],Unknown,6.18,33,164
21981,Pic-lele,['Kids'],TV,12,['Kachidoki Studio'],Unknown,7,9,132
21995,Ao Haru Ride,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,12,['Production I.G'],Manga,7.77,230561,425933
21997,Duel Masters Victory V,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,51,[],Original,6.01,168,718
21999,Duel Masters Victory V3,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,51,[],Original,5.93,169,754
22013,Koukaku Kidoutai Nyuumon Arise,['Comedy'],TV,26,['Production I.G'],Unknown,6.99,1276,6424
22031,Samurai Gun Special,"['Action', 'Historical', 'Seinen']",Special,1,['Studio Egg'],Manga,5.92,216,660
22035,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,"['Comedy', 'Fantasy', 'Kids']",Movie,1,[],Unknown,5.97,32,181
22037,Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,"['Comedy', 'Fantasy', 'Kids', 'Sci-Fi']",Movie,1,[],Unknown,6.65,26,149
22043,Fairy Tail (2014),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",TV,102,"['A-1 Pictures', 'Bridge']",Manga,7.97,257003,534471
22049,Just Awake,"['Action', 'Music', 'Sci-Fi']",Music,1,[],Unknown,6.46,1182,1877
22053,Gakkou no Kaidan (OVA),"['Comedy', 'Horror', 'Mystery', 'Supernatural']",OVA,10,['Studio Pierrot'],Unknown,6.63,132,799
22055,Gakkou no Kaidan Recaps,"['Horror', 'Mystery', 'Supernatural']",Special,2,['Studio Pierrot'],Original,6.12,343,1230
22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","['Comedy', 'Romance', 'Seinen', 'Supernatural']",OVA,1,['Production IMS'],Manga,6.92,9875,18513
22059,Kakumeiteki Broadway Shugisha Doumei,['Music'],Music,1,[],Music,5.19,235,445
22065,T-Rex,"['Action', 'Adventure', 'Comedy', 'Kids']",TV,52,[],Unknown,6.42,43,200
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"['Comedy', 'Romance', 'Slice of Life']",Special,1,['Doga Kobo'],4-koma manga,7.1,16904,31039
22093,Mayonaka wa Junketsu,"['Action', 'Music']",Music,1,[],Original,5.57,150,292
22097,Magi: Sinbad no Bouken,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",OVA,5,['Lay-duce'],Manga,7.93,38613,85017
22099,Hero Bank,"['Game', 'Kids']",TV,51,['TMS Entertainment'],Game,6.1,432,2392
22101,Soredemo Sekai wa Utsukushii,"['Adventure', 'Romance', 'Fantasy', 'Shoujo']",TV,12,['Studio Pierrot'],Manga,7.76,86152,185256
22111,Kattobase! Dreamers: Carp Tanjou Monogatari,['Sports'],Movie,1,['Madhouse'],Unknown,5.82,28,197
22113,Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,"['Comedy', 'Fantasy', 'School']",ONA,4,['Sunrise'],Unknown,6.36,770,3084
22117,Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,"['Action', 'Supernatural', 'Fantasy', 'Seinen']",OVA,1,['J.C.Staff'],Manga,6.87,10881,21904
22123,Inugami-san to Nekoyama-san,"['Comedy', 'School', 'Shoujo Ai']",TV,12,['Seven'],4-koma manga,6.63,26928,55615
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"['Comedy', 'School', 'Shounen', 'Sports']",Special,1,['Production I.G'],Manga,7.74,15904,31577
22131,Train Heroes Movie,['Kids'],Movie,1,[],Unknown,6.86,14,134
22135,Ping Pong the Animation,"['Drama', 'Psychological', 'Seinen', 'Sports']",TV,11,['Tatsunoko Production'],Manga,8.62,94141,194448
22137,Toukiden: The Age of Demons - Introduction,"['Action', 'Demons']",Special,1,['Studio 4°C'],Unknown,5.91,298,809
22145,Kuroshitsuji: Book of Circus,"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",TV,10,['A-1 Pictures'],Manga,8.26,116460,224537
22147,Amagi Brilliant Park,"['Comedy', 'Drama', 'Fantasy', 'Magic']",TV,13,['Kyoto Animation'],Light novel,7.59,216568,396296
22157,Yasashii Kinyoubi,['Dementia'],Movie,1,[],Original,3.67,418,751
22159,"Yami no Kioku, Yume no Inei",['Dementia'],Movie,1,[],Original,4.23,148,326
22161,Scrap Diary,['Dementia'],Movie,1,[],Original,3.25,599,1044
22163,Natsu no Shisen 1942,['Dementia'],Movie,1,[],Original,4.52,145,317
22165,Chirico,['Dementia'],Movie,1,[],Original,4.47,186,376
22167,Goldfish Fetish,['Dementia'],Movie,1,[],Original,3.66,204,417
22169,Fetish Doll,['Dementia'],Movie,1,[],Original,3.05,786,1306
22171,Tanaami Keiichi no Shouzou,['Dementia'],Movie,1,[],Original,4.51,128,285
22173,Yume 10 Yoru,['Dementia'],Movie,1,[],Original,3.48,376,644
22175,The Harmonic Gleam Vibration,['Dementia'],Movie,1,[],Original,4.71,159,329
22177,Madonna (Movie),['Dementia'],Movie,1,[],Original,3.04,429,740
22179,Aki no Puzzle,['Dementia'],Movie,1,[],Original,2.62,778,1220
22181,Shunga,['Dementia'],Movie,1,[],Original,3.44,294,560
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,"['Slice of Life', 'Comedy', 'Seinen']",TV,12,['feel.'],4-koma manga,6.92,13490,35913
22197,Yuuto-kun ga Iku Movie,"['Kids', 'Sports']",Movie,1,['Shirogumi'],Unknown,5.81,16,137
22199,Akame ga Kill!,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shounen']",TV,24,['White Fox'],Manga,7.71,610132,1009026
22205,Be Blues! Ao ni Nare,"['Sports', 'Shounen']",ONA,1,[],Manga,5.25,154,368
22215,Pretty Rhythm: All Star Selection,"['Music', 'Shoujo', 'Sports']",TV,11,"['Tatsunoko Production', 'Dongwoo A&E']",Game,6.43,350,2002
22219,Warera Salaryman Tou,"['Comedy', 'Slice of Life']",TV,26,[],Unknown,5.41,22,167
22221,Monoshiri Daigaku: Ashita no Calendar,['Historical'],TV,1274,[],Original,6.22,85,339
22225,Momo Kyun Sword,"['Comedy', 'Ecchi', 'Fantasy']",TV,12,"['Project No.9', 'Tri-Slash']",Light novel,5.65,7153,26347
22231,Tenshi no Shippo Chu!: Tenshi no Utagoe,"['Magic', 'Romance', 'Fantasy']",OVA,1,[],Unknown,6.19,144,515
22239,Mahou no Yousei Persia Pilot,['Magic'],Special,1,['Studio Pierrot'],Original,5.61,82,297
22241,Ribbon no Kishi Pilot,['Adventure'],Special,1,['Mushi Production'],Unknown,5.7,76,328
22247,Azumi Mamma★Mia,"['Comedy', 'Kids']",TV,60,['Toei Animation'],Manga,5.94,35,247
22249,Yodaka no Hoshi,"['Kids', 'Adventure']",Movie,1,[],Unknown,6.47,921,1929
22255,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"['Dementia', 'Music']",Movie,1,[],Original,3.53,380,654
22265,Free!: Eternal Summer,"['Slice of Life', 'Comedy', 'Sports', 'Drama', 'School']",TV,13,"['Kyoto Animation', 'Animation Do']",Original,7.8,130070,239994
22271,Aries: Shinwa no Seizakyuu,"['Fantasy', 'Romance', 'Shoujo', 'Supernatural']",OVA,1,[],Unknown,5.26,38,294
22273,Selector Infected WIXOSS,"['Game', 'Psychological']",TV,12,['J.C.Staff'],Card game,7.32,49433,115688
22275,OL Kaizou Kouza,"['Comedy', 'Slice of Life']",OVA,1,['TMS Entertainment'],Unknown,6.19,32,257
22279,Watashitachi no Kurashi to Doboku,"['Historical', 'Kids', 'Samurai']",OVA,3,[],Original,6.33,15,155
22293,Mahou no Yousei Persia: Escape!,['Music'],Music,1,['Studio Pierrot'],Original,5.74,154,350
22295,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,"['Historical', 'Romance', 'Fantasy', 'Josei']",OVA,1,[],Unknown,5.93,974,3431
22297,Fate/stay night: Unlimited Blade Works,"['Action', 'Fantasy', 'Magic', 'Supernatural']",TV,12,['ufotable'],Visual novel,8.29,334913,550698
22313,Shinken Densetsu: Tight Road,"['Action', 'Martial Arts']",TV,13,['Toei Animation'],Unknown,5.81,27,302
22319,Tokyo Ghoul,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",TV,12,['Studio Pierrot'],Manga,7.93,862185,1337347
22325,Ningen Kakumei,['Slice of Life'],OVA,20,['Toei Animation'],Unknown,7.82,17,178
22327,Himalaya no Hikari no Oukoku,"['Adventure', 'Music', 'Fantasy']",OVA,1,['Toei Animation'],Unknown,6.37,38,179
22329,Daisougen to Hakuba,"['Adventure', 'Music', 'Historical']",OVA,1,['Toei Animation'],Unknown,5.86,37,216
22335,Teekyuu 3 Specials,"['Comedy', 'School', 'Shounen', 'Sports']",Special,2,['MAPPA'],Manga,6.59,4036,7331
22345,Funny Pets 2nd Season,['Comedy'],TV,12,[],Unknown,5,70,220
22359,Sanzoku no Musume Ronja,['Adventure'],TV,26,"['Studio Ghibli', 'Polygon Pictures']",Book,7.2,4067,21929
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"['Adventure', 'Comedy', 'Magic']",Special,1,['A.C.G.T.'],Unknown,6.47,144,428
22377,Wonder Momo,"['Action', 'Game', 'Martial Arts', 'School']",ONA,5,['Graphinica'],Game,3.7,2412,4656
22381,Nandaka Velonica,"['Comedy', 'Fantasy', 'Kids']",TV,10,['Cyclone Graphics'],Unknown,6.05,360,988
22385,a_caFe,"['Fantasy', 'Music']",Music,1,[],Original,4.55,369,647
22391,Ring Ring Boy,['Dementia'],Movie,1,[],Unknown,5.39,23,159
22393,Sora e,"['Music', 'Kids', 'Fantasy']",Music,1,[],Original,5.93,70,210
22401,Shin Saru Kani Gassen (1939),['Kids'],Movie,1,[],Other,5.54,108,286
22411,Asa ga Kuru mae ni: Sasurai Version,"['Romance', 'Music']",Music,1,[],Unknown,5.55,179,334
22413,Nihon Mukashibanashi: Warashibe Chouja,['Kids'],Movie,1,[],Other,5.36,33,159
22415,Aoi Heya,"['Fantasy', 'Music']",Music,1,[],Unknown,4.47,258,471
22417,Quantum Leap,"['Action', 'Music']",Music,1,['Production I.G'],Music,4.78,185,350
22419,Acchi Kocchi,['Dementia'],Movie,1,[],Original,7.32,1366,6174
22421,Licca-chan to Mahou no Kuni,"['Fantasy', 'Kids']",ONA,7,['DLE'],Unknown,5,29,155
22427,Computer Obaachan,"['Adventure', 'Comedy', 'Kids', 'Music', 'Sci-Fi', 'Space']",Music,1,[],Original,5.01,171,313
22433,Break Blade,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",TV,12,"['Production I.G', 'Xebec']",Manga,7.34,27865,70782
22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"['Action', 'Mecha', 'Sci-Fi']",Special,1,['Sunrise'],Unknown,6.21,915,2641
22439,Hello Kitty: Ringo no Mori no Mystery,"['Comedy', 'Kids', 'Mystery']",TV,13,['Asahi Production'],Unknown,6.08,60,270
22441,Hello Kitty: Ringo no Mori to Parallel Town,"['Comedy', 'Fantasy', 'Kids']",TV,27,['Asahi Production'],Unknown,6.28,68,282
22443,Hello Kitty no Alps no Shoujo Heidi,['Kids'],OVA,1,[],Unknown,6.14,135,400
22445,Hello Kitty no Yappari Mama ga Suki,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6.28,61,220
22447,Hello Kitty no Momotarou,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6,77,267
22449,Hello Kitty no Nagagutsu wo Naita Neko,"['Kids', 'Fantasy']",OVA,1,[],Unknown,6.15,66,232
22451,Bad Badtz-Maru no Ookami ga Kita!,"['Kids', 'Fantasy']",OVA,1,[],Unknown,5.83,82,264
22455,Hello Kitty no Circus ga Yatte Kita,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6.15,74,240
22457,Hello Kitty no Fushigi na Mizuumi,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6.18,53,192
22459,Hello Kitty no Shoukoujo,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6.33,46,202
22461,Hello Kitty no Yume Dorobou,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6.03,54,216
22465,KutsuDaru.,"['Fantasy', 'Kids', 'School', 'Slice of Life']",TV,48,['Egg'],Manga,6.04,53,466
22467,Minihams no Ai no Uta,"['Kids', 'Music']",Music,1,[],Unknown,5.38,128,279
22469,Minihams no Kekkon Song,"['Kids', 'Music']",Music,1,[],Unknown,5.46,119,260
